"","season","site_name","site_code","treatment","plot","spp_code","total_abund"
"240","Fall","BRIM","M4_3","MOW",11,"SOSP",1
"241","Fall","BRIM","M4_3","MOW",13,"AMSP",2
"242","Fall","BRIM","M4_3","MOW",13,"CEFO",3
"243","Fall","BRIM","M4_3","MOW",13,"COCA",4
"244","Fall","BRIM","M4_3","MOW",13,"DACA",1
"245","Fall","BRIM","M4_3","MOW",13,"ECCR",1
"246","Fall","BRIM","M4_3","MOW",13,"LASA",1
"247","Fall","BRIM","M4_3","MOW",13,"MELU",1
"248","Fall","BRIM","M4_3","MOW",13,"OEBI",2
"249","Fall","BRIM","M4_3","MOW",13,"OXST",1
"250","Fall","BRIM","M4_3","MOW",13,"RUCR",1
"251","Fall","BRIM","M4_3","MOW",13,"RUHI",38
"252","Fall","BRIM","M4_3","MOW",15,"AMSP",3
"253","Fall","BRIM","M4_3","MOW",15,"CHAL",1
"254","Fall","BRIM","M4_3","MOW",15,"COCA",9
"255","Fall","BRIM","M4_3","MOW",15,"ECCR",1
"256","Fall","BRIM","M4_3","MOW",15,"ERAN",14
"257","Fall","BRIM","M4_3","MOW",15,"LIVU",4
"258","Fall","BRIM","M4_3","MOW",15,"MOFI",5
"259","Fall","BRIM","M4_3","MOW",15,"OEBI",7
"260","Fall","BRIM","M4_3","MOW",15,"OXST",1
"261","Fall","BRIM","M4_3","MOW",15,"RUCR",3
"262","Fall","BRIM","M4_3","MOW",15,"RUHI",30
"263","Fall","BRIM","M4_3","MOW",15,"SOSP",11
"264","Fall","BRIM","M4_3","MOW",15,"TSCA",1
"265","Fall","BRIM","M4_3","MOW",21,"AMSP",21
"266","Fall","BRIM","M4_3","MOW",21,"CEFO",2
"267","Fall","BRIM","M4_3","MOW",21,"CIVU",3
"268","Fall","BRIM","M4_3","MOW",21,"COCA",15
"269","Fall","BRIM","M4_3","MOW",21,"ERAN",1
"270","Fall","BRIM","M4_3","MOW",21,"LIVU",1
"271","Fall","BRIM","M4_3","MOW",21,"MOFI",1
"272","Fall","BRIM","M4_3","MOW",21,"OEBI",50
"273","Fall","BRIM","M4_3","MOW",21,"PONO",1
"274","Fall","BRIM","M4_3","MOW",21,"RUCR",1
"275","Fall","BRIM","M4_3","MOW",21,"RUHI",102
"276","Fall","BRIM","M4_3","MOW",21,"SOSP",26
"277","Fall","BRIM","M4_3","MOW",21,"TRPR",3
"278","Fall","BRIM","M4_3","MOW",23,"CEFO",2
"279","Fall","BRIM","M4_3","MOW",23,"CIVU",2
"280","Fall","BRIM","M4_3","MOW",23,"COCA",2
"281","Fall","BRIM","M4_3","MOW",23,"DACA",2
"282","Fall","BRIM","M4_3","MOW",23,"ECCR",8
"283","Fall","BRIM","M4_3","MOW",23,"EUGR",1
"284","Fall","BRIM","M4_3","MOW",23,"MOFI",12
"285","Fall","BRIM","M4_3","MOW",23,"OEBI",18
"286","Fall","BRIM","M4_3","MOW",23,"OXST",1
"287","Fall","BRIM","M4_3","MOW",23,"PORE",3
"288","Fall","BRIM","M4_3","MOW",23,"RUHI",26
"289","Fall","BRIM","M4_3","MOW",23,"TRPR",4
"290","Fall","BRIM","M4_3","MOW",25,"AMSP",23
"291","Fall","BRIM","M4_3","MOW",25,"COCA",1
"292","Fall","BRIM","M4_3","MOW",25,"ECCR",1
"293","Fall","BRIM","M4_3","MOW",25,"ERAN",29
"294","Fall","BRIM","M4_3","MOW",25,"HEGI",1
"295","Fall","BRIM","M4_3","MOW",25,"LIVU",6
"296","Fall","BRIM","M4_3","MOW",25,"OEBI",18
"297","Fall","BRIM","M4_3","MOW",25,"RUHI",77
"298","Fall","BRIM","M4_3","MOW",25,"SOSP",17
"299","Fall","BRIM","M4_3","MOW",25,"TRPR",1
"300","Fall","DAVE","R4_3","RES",1,"ANGE",1
"301","Fall","DAVE","R4_3","RES",1,"CHAL",1
"302","Fall","DAVE","R4_3","RES",1,"COCA",1
"303","Fall","DAVE","R4_3","RES",1,"LIVU",2
"304","Fall","DAVE","R4_3","RES",1,"OEBI",5
"305","Fall","DAVE","R4_3","RES",1,"OXST",2
"306","Fall","DAVE","R4_3","RES",1,"PORE",1
"307","Fall","DAVE","R4_3","RES",1,"RUHI",2
"308","Fall","DAVE","R4_3","RES",1,"SOSP",12
"309","Fall","DAVE","R4_3","RES",1,"TRPR",1
"310","Fall","DAVE","R4_3","RES",3,"AMSP",12
"311","Fall","DAVE","R4_3","RES",3,"ANGE",5
"312","Fall","DAVE","R4_3","RES",3,"CHAL",23
"313","Fall","DAVE","R4_3","RES",3,"DACA",3
"314","Fall","DAVE","R4_3","RES",3,"MOAL",1
"315","Fall","DAVE","R4_3","RES",3,"MOFI",4
"316","Fall","DAVE","R4_3","RES",3,"OEBI",2
"317","Fall","DAVE","R4_3","RES",3,"OXST",1
"318","Fall","DAVE","R4_3","RES",3,"POAR",1
"319","Fall","DAVE","R4_3","RES",3,"RUHI",6
"320","Fall","DAVE","R4_3","RES",3,"SOSP",7
"321","Fall","DAVE","R4_3","RES",3,"TRPR",2
"322","Fall","DAVE","R4_3","RES",5,"AMSP",3
"323","Fall","DAVE","R4_3","RES",5,"ANGE",3
"324","Fall","DAVE","R4_3","RES",5,"BRRA",1
"325","Fall","DAVE","R4_3","RES",5,"CIAR",1
"326","Fall","DAVE","R4_3","RES",5,"COCA",4
"327","Fall","DAVE","R4_3","RES",5,"PORE",1
"328","Fall","DAVE","R4_3","RES",5,"PYTE",2
"329","Fall","DAVE","R4_3","RES",5,"RUHI",2
"330","Fall","DAVE","R4_3","RES",11,"AMAR",1
"331","Fall","DAVE","R4_3","RES",11,"AMSP",7
"332","Fall","DAVE","R4_3","RES",11,"ANGE",1
"333","Fall","DAVE","R4_3","RES",11,"CHAL",17
"334","Fall","DAVE","R4_3","RES",11,"COCA",6
"335","Fall","DAVE","R4_3","RES",11,"ECCR",1
"336","Fall","DAVE","R4_3","RES",11,"HEHE",1
"337","Fall","DAVE","R4_3","RES",11,"LIVU",1
"338","Fall","DAVE","R4_3","RES",11,"MOFI",2
"339","Fall","DAVE","R4_3","RES",11,"OEBI",7
"340","Fall","DAVE","R4_3","RES",11,"OXST",1
"341","Fall","DAVE","R4_3","RES",11,"RUHI",87
"342","Fall","DAVE","R4_3","RES",11,"SOSP",5
"343","Fall","DAVE","R4_3","RES",13,"ABTH",3
"344","Fall","DAVE","R4_3","RES",13,"AMSP",6
"345","Fall","DAVE","R4_3","RES",13,"ANGE",1
"346","Fall","DAVE","R4_3","RES",13,"CHAL",3
"347","Fall","DAVE","R4_3","RES",13,"CIVU",1
"348","Fall","DAVE","R4_3","RES",13,"COCA",1
"349","Fall","DAVE","R4_3","RES",13,"ERAN",12
"350","Fall","DAVE","R4_3","RES",13,"MOFI",3
"351","Fall","DAVE","R4_3","RES",13,"OEBI",2
"352","Fall","DAVE","R4_3","RES",13,"PLMA",1
"353","Fall","DAVE","R4_3","RES",13,"RUHI",12
"354","Fall","DAVE","R4_3","RES",13,"SIPE",10
"355","Fall","DAVE","R4_3","RES",13,"SOSP",8
"356","Fall","DAVE","R4_3","RES",15,"CHAL",2
"357","Fall","DAVE","R4_3","RES",15,"MOFI",2
"358","Fall","DAVE","R4_3","RES",15,"OEBI",1
"359","Fall","DAVE","R4_3","RES",15,"OXST",2
"360","Fall","DAVE","R4_3","RES",15,"PACA",1
"361","Fall","DAVE","R4_3","RES",15,"PONO",1
"362","Fall","DAVE","R4_3","RES",15,"RUHI",3
"363","Fall","DAVE","R4_3","RES",15,"SOSP",1
"364","Fall","DAVE","R4_3","RES",21,"AMSP",1
"365","Fall","DAVE","R4_3","RES",21,"ANGE",2
"366","Fall","DAVE","R4_3","RES",23,"AMSP",1
"367","Fall","DAVE","R4_3","RES",23,"CHAL",4
"368","Fall","DAVE","R4_3","RES",23,"COCA",2
"369","Fall","DAVE","R4_3","RES",23,"LIVU",1
"370","Fall","DAVE","R4_3","RES",23,"MELU",1
"371","Fall","DAVE","R4_3","RES",23,"MOFI",1
"372","Fall","DAVE","R4_3","RES",23,"OEBI",2
"373","Fall","DAVE","R4_3","RES",23,"OXST",1
"374","Fall","DAVE","R4_3","RES",23,"POAR",1
"375","Fall","DAVE","R4_3","RES",23,"PONO",8
"376","Fall","DAVE","R4_3","RES",23,"RUHI",6
"377","Fall","DAVE","R4_3","RES",23,"SONU",1
"378","Fall","DAVE","R4_3","RES",23,"SOSP",2
"379","Fall","DAVE","R4_3","RES",25,"AMSP",32
"380","Fall","DAVE","R4_3","RES",25,"CHAL",1
"381","Fall","DAVE","R4_3","RES",25,"CIAR",1
"382","Fall","DAVE","R4_3","RES",25,"COCA",3
"383","Fall","DAVE","R4_3","RES",25,"COLA",1
"384","Fall","DAVE","R4_3","RES",25,"DECA",1
"385","Fall","DAVE","R4_3","RES",25,"LIVU",1
"386","Fall","DAVE","R4_3","RES",25,"MOFI",8
"387","Fall","DAVE","R4_3","RES",25,"OEBI",2
"388","Fall","DAVE","R4_3","RES",25,"OXST",1
"389","Fall","DAVE","R4_3","RES",25,"PORE",1
"390","Fall","DAVE","R4_3","RES",25,"RUHI",37
"391","Fall","DAVE","R4_3","RES",25,"SOSP",2
"392","Fall","DAVE","R4_3","RES",25,"TRPR",1
"393","Fall","DVAG","M4_2","MOW",1,"COCA",1
"394","Fall","DVAG","M4_2","MOW",1,"DECA",2
"395","Fall","DVAG","M4_2","MOW",1,"HEHE",5
"396","Fall","DVAG","M4_2","MOW",1,"MELU",1
"397","Fall","DVAG","M4_2","MOW",1,"MOFI",4
"398","Fall","DVAG","M4_2","MOW",1,"OXST",4
"399","Fall","DVAG","M4_2","MOW",1,"PORE",1
"400","Fall","DVAG","M4_2","MOW",1,"RUAL",1
"401","Fall","DVAG","M4_2","MOW",1,"RUCR",2
"402","Fall","DVAG","M4_2","MOW",1,"RUHI",1
"403","Fall","DVAG","M4_2","MOW",1,"SOSP",12
"404","Fall","DVAG","M4_2","MOW",1,"TRPR",1
"405","Fall","DVAG","M4_2","MOW",3,"AMAR",1
"406","Fall","DVAG","M4_2","MOW",3,"CEFO",2
"407","Fall","DVAG","M4_2","MOW",3,"CHAL",27
"408","Fall","DVAG","M4_2","MOW",3,"COCA",3
"409","Fall","DVAG","M4_2","MOW",3,"COLA",2
"410","Fall","DVAG","M4_2","MOW",3,"DACA",2
"411","Fall","DVAG","M4_2","MOW",3,"ERAN",5
"412","Fall","DVAG","M4_2","MOW",3,"HEHE",3
"413","Fall","DVAG","M4_2","MOW",3,"MOFI",2
"414","Fall","DVAG","M4_2","MOW",3,"OEBI",5
"415","Fall","DVAG","M4_2","MOW",3,"OXST",3
"416","Fall","DVAG","M4_2","MOW",3,"PEMU",1
"417","Fall","DVAG","M4_2","MOW",3,"PLMA",2
"418","Fall","DVAG","M4_2","MOW",3,"RUCR",17
"419","Fall","DVAG","M4_2","MOW",3,"RUHI",46
"420","Fall","DVAG","M4_2","MOW",3,"SOSP",9
"421","Fall","DVAG","M4_2","MOW",5,"AMSP",2
"422","Fall","DVAG","M4_2","MOW",5,"CEFO",1
"423","Fall","DVAG","M4_2","MOW",5,"CHAL",1
"424","Fall","DVAG","M4_2","MOW",5,"CIVU",1
"425","Fall","DVAG","M4_2","MOW",5,"COCA",2
"426","Fall","DVAG","M4_2","MOW",5,"COTR",1
"427","Fall","DVAG","M4_2","MOW",5,"LIVU",1
"428","Fall","DVAG","M4_2","MOW",5,"MOFI",3
"429","Fall","DVAG","M4_2","MOW",5,"OEBI",1
"430","Fall","DVAG","M4_2","MOW",5,"RUHI",8
"431","Fall","DVAG","M4_2","MOW",5,"SOSP",7
"432","Fall","DVAG","M4_2","MOW",5,"TRPR",2
"433","Fall","DVAG","M4_2","MOW",11,"AMSP",42
"434","Fall","DVAG","M4_2","MOW",11,"CHAL",4
"435","Fall","DVAG","M4_2","MOW",11,"COCA",7
"436","Fall","DVAG","M4_2","MOW",11,"COTR",1
"437","Fall","DVAG","M4_2","MOW",11,"HEHE",5
"438","Fall","DVAG","M4_2","MOW",11,"LIVU",2
"439","Fall","DVAG","M4_2","MOW",11,"MOFI",99
"440","Fall","DVAG","M4_2","MOW",11,"OEBI",7
"441","Fall","DVAG","M4_2","MOW",11,"OXST",8
"442","Fall","DVAG","M4_2","MOW",11,"PORE",1
"443","Fall","DVAG","M4_2","MOW",11,"RUHI",26
"444","Fall","DVAG","M4_2","MOW",11,"SOSP",26
"445","Fall","DVAG","M4_2","MOW",11,"TRRE",1
"446","Fall","DVAG","M4_2","MOW",13,"AMAR",1
"447","Fall","DVAG","M4_2","MOW",13,"CHAL",52
"448","Fall","DVAG","M4_2","MOW",13,"MOFI",15
"449","Fall","DVAG","M4_2","MOW",13,"OEBI",1
"450","Fall","DVAG","M4_2","MOW",13,"OXST",5
"451","Fall","DVAG","M4_2","MOW",13,"PIEC",1
"452","Fall","DVAG","M4_2","MOW",13,"POAR",1
"453","Fall","DVAG","M4_2","MOW",13,"PORE",3
"454","Fall","DVAG","M4_2","MOW",13,"RUHI",37
"455","Fall","DVAG","M4_2","MOW",13,"SOSP",25
"456","Fall","DVAG","M4_2","MOW",15,"CABP",1
